date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2022-05-22,6.05,4.19,450,"1992-05-15 2021-05-29",94.99,6.31,450,"1992-05-15 2021-05-29",11.63,5.37,450,"1992-05-15 2021-05-29",32.78,10.32,450,"1992-05-15 2021-05-29",0.31,3.78,450,"1992-05-15 2021-05-29",63.12,19.81,450,"1992-05-15 2021-05-29",2.27,2.99,450,"1992-05-15 2021-05-29",8.17,7.19,450,"1992-05-15 2021-05-29",3.23,7.76,450,"1992-05-15 2021-05-29",3.13,7.69,449,"1992-05-15 2021-05-29",0.11,0.68,449,"1992-05-15 2021-05-29",0,0.2,308,"1992-05-15 2021-05-23",,,,
2022-05-21,5.95,4.26,450,"1992-05-14 2021-05-28",94.81,6.62,450,"1992-05-14 2021-05-28",11.57,5.38,450,"1992-05-14 2021-05-28",32.6,10.34,450,"1992-05-14 2021-05-28",0.22,3.88,450,"1992-05-14 2021-05-28",63.11,20.13,450,"1992-05-14 2021-05-28",2.2,3.03,450,"1992-05-14 2021-05-28",8.11,7.35,450,"1992-05-14 2021-05-28",3.22,7.74,450,"1992-05-14 2021-05-28",3.11,7.64,449,"1992-05-14 2021-05-28",0.13,0.72,449,"1992-05-14 2021-05-28",0,0.23,309,"1992-05-14 2021-05-23",,,,
2022-05-20,5.82,4.27,450,"1992-05-13 2021-05-27",94.84,6.56,450,"1992-05-13 2021-05-27",11.51,5.43,450,"1992-05-13 2021-05-27",32.85,10.32,450,"1992-05-13 2021-05-27",0.14,3.93,450,"1992-05-13 2021-05-27",62.94,20.11,450,"1992-05-13 2021-05-27",2.12,3.1,450,"1992-05-13 2021-05-27",8.2,7.38,450,"1992-05-13 2021-05-27",3.07,7.53,450,"1992-05-13 2021-05-27",2.95,7.43,449,"1992-05-13 2021-05-27",0.13,0.73,449,"1992-05-13 2021-05-27",0,0.28,309,"1992-05-13 2021-05-23",,,,
2022-05-19,5.64,4.25,450,"1992-05-12 2021-05-26",94.75,6.53,450,"1992-05-12 2021-05-26",11.37,5.43,450,"1992-05-12 2021-05-26",32.88,10.22,450,"1992-05-12 2021-05-26",-0.05,3.91,450,"1992-05-12 2021-05-26",62.72,20.28,450,"1992-05-12 2021-05-26",1.97,3.03,450,"1992-05-12 2021-05-26",8.3,7.27,450,"1992-05-12 2021-05-26",2.97,6.91,450,"1992-05-12 2021-05-26",2.85,6.8,449,"1992-05-12 2021-05-26",0.13,0.73,449,"1992-05-12 2021-05-26",0,0.28,310,"1992-05-12 2021-05-23",,,,
2022-05-18,5.55,4.27,450,"1992-05-11 2021-05-25",94.77,6.47,450,"1992-05-11 2021-05-25",11.2,5.42,450,"1992-05-11 2021-05-25",32.96,10.2,450,"1992-05-11 2021-05-25",-0.14,3.88,450,"1992-05-11 2021-05-25",62.97,20.16,450,"1992-05-11 2021-05-25",1.82,3,450,"1992-05-11 2021-05-25",8.24,7.23,450,"1992-05-11 2021-05-25",3.02,6.94,450,"1992-05-11 2021-05-25",2.9,6.82,449,"1992-05-11 2021-05-25",0.13,0.72,449,"1992-05-11 2021-05-25",0,0.23,310,"1992-05-11 2021-05-23",,,,
2022-05-17,5.46,4.21,450,"1992-05-10 2021-05-24",94.7,6.77,450,"1992-05-10 2021-05-24",11.08,5.43,450,"1992-05-10 2021-05-24",32.95,10.27,450,"1992-05-10 2021-05-24",-0.23,3.77,450,"1992-05-10 2021-05-24",62.98,20.3,450,"1992-05-10 2021-05-24",1.75,2.95,450,"1992-05-10 2021-05-24",8.29,7.37,450,"1992-05-10 2021-05-24",3.03,6.96,450,"1992-05-10 2021-05-24",2.94,6.86,449,"1992-05-10 2021-05-24",0.11,0.58,449,"1992-05-10 2021-05-24",0,0.23,309,"1992-05-10 2021-05-23",,,,
2022-05-16,5.38,4.2,450,"1992-05-09 2021-05-23",94.55,6.91,450,"1992-05-09 2021-05-23",11.08,5.44,450,"1992-05-09 2021-05-23",33.14,10.35,450,"1992-05-09 2021-05-23",-0.29,3.74,450,"1992-05-09 2021-05-23",63.09,20.62,450,"1992-05-09 2021-05-23",1.7,2.92,450,"1992-05-09 2021-05-23",8.38,7.33,450,"1992-05-09 2021-05-23",3.09,7.07,450,"1992-05-09 2021-05-23",3,6.97,449,"1992-05-09 2021-05-23",0.11,0.58,449,"1992-05-09 2021-05-23",0,0.26,309,"1992-05-09 2021-05-23",,,,
2022-05-15,5.28,4.13,450,"1992-05-08 2021-05-22",94.73,6.72,450,"1992-05-08 2021-05-22",10.87,5.43,450,"1992-05-08 2021-05-22",32.95,10.23,450,"1992-05-08 2021-05-22",-0.39,3.68,450,"1992-05-08 2021-05-22",63.49,20.77,450,"1992-05-08 2021-05-22",1.59,2.94,450,"1992-05-08 2021-05-22",8.14,7.14,450,"1992-05-08 2021-05-22",3.09,7.13,450,"1992-05-08 2021-05-22",2.98,7.04,450,"1992-05-08 2021-05-22",0.11,0.58,450,"1992-05-08 2021-05-22",0,0.26,310,"1992-05-08 2020-05-19",,,,
2022-05-14,5.13,4.18,450,"1992-05-07 2021-05-21",94.71,6.88,450,"1992-05-07 2021-05-21",10.7,5.32,450,"1992-05-07 2021-05-21",32.71,10.27,450,"1992-05-07 2021-05-21",-0.52,3.73,450,"1992-05-07 2021-05-21",63.66,20.84,450,"1992-05-07 2021-05-21",1.49,2.95,450,"1992-05-07 2021-05-21",8.09,7.03,450,"1992-05-07 2021-05-21",3.07,7.13,450,"1992-05-07 2021-05-21",2.99,7.06,449,"1992-05-07 2021-05-21",0.1,0.5,449,"1992-05-07 2021-05-21",0.1,0.53,311,"1992-05-07 2020-05-19",,,,
2022-05-13,4.96,4.24,450,"1992-05-06 2021-05-20",94.73,6.82,450,"1992-05-06 2021-05-20",10.55,5.27,450,"1992-05-06 2021-05-20",32.68,10.3,450,"1992-05-06 2021-05-20",-0.69,3.78,450,"1992-05-06 2021-05-20",63.59,20.73,450,"1992-05-06 2021-05-20",1.37,2.97,450,"1992-05-06 2021-05-20",8.02,6.96,450,"1992-05-06 2021-05-20",2.99,7.02,450,"1992-05-06 2021-05-20",2.9,6.94,449,"1992-05-06 2021-05-20",0.1,0.48,449,"1992-05-06 2021-05-20",0.1,0.87,312,"1992-05-06 2020-05-19",,,,
2022-05-12,4.83,4.22,450,"1992-05-05 2021-05-19",94.62,6.9,450,"1992-05-05 2021-05-19",10.49,5.28,450,"1992-05-05 2021-05-19",32.63,10.34,450,"1992-05-05 2021-05-19",-0.84,3.73,450,"1992-05-05 2021-05-19",63.48,20.98,450,"1992-05-05 2021-05-19",1.25,2.88,450,"1992-05-05 2021-05-19",7.98,6.93,450,"1992-05-05 2021-05-19",2.91,6.46,450,"1992-05-05 2021-05-19",2.82,6.36,449,"1992-05-05 2021-05-19",0.1,0.58,449,"1992-05-05 2021-05-19",0.2,1.17,312,"1992-05-05 2020-05-19",,,,
2022-05-11,4.7,4.19,450,"1992-05-04 2021-05-18",94.56,6.94,450,"1992-05-04 2021-05-18",10.4,5.19,450,"1992-05-04 2021-05-18",32.64,10.41,450,"1992-05-04 2021-05-18",-0.97,3.68,450,"1992-05-04 2021-05-18",63.06,20.96,450,"1992-05-04 2021-05-18",1.16,2.83,450,"1992-05-04 2021-05-18",8,6.95,450,"1992-05-04 2021-05-18",2.95,6.62,450,"1992-05-04 2021-05-18",2.86,6.53,449,"1992-05-04 2021-05-18",0.1,0.58,449,"1992-05-04 2021-05-18",0.2,1.62,312,"1992-05-04 2020-05-14",,,,
2022-05-10,4.62,4.17,450,"1992-05-03 2021-05-17",94.7,6.78,450,"1992-05-03 2021-05-17",10.3,5.15,450,"1992-05-03 2021-05-17",32.99,10.67,450,"1992-05-03 2021-05-17",-1.08,3.67,450,"1992-05-03 2021-05-17",63.34,20.73,450,"1992-05-03 2021-05-17",1.02,2.79,450,"1992-05-03 2021-05-17",7.72,6.89,450,"1992-05-03 2021-05-17",3.09,6.86,450,"1992-05-03 2021-05-17",3,6.74,448,"1992-05-03 2021-05-17",0.11,0.64,449,"1992-05-03 2021-05-17",0.3,2.23,313,"1992-05-03 2020-05-14",,,,
2022-05-09,4.48,4.21,450,"1992-05-02 2021-05-16",94.73,6.64,450,"1992-05-02 2021-05-16",10.11,5.09,450,"1992-05-02 2021-05-16",33.11,10.68,450,"1992-05-02 2021-05-16",-1.23,3.65,450,"1992-05-02 2021-05-16",63.46,20.43,450,"1992-05-02 2021-05-16",0.91,2.78,450,"1992-05-02 2021-05-16",7.85,7,450,"1992-05-02 2021-05-16",2.91,5.75,450,"1992-05-02 2021-05-16",2.8,5.63,448,"1992-05-02 2021-05-16",0.13,0.7,449,"1992-05-02 2021-05-16",0.4,2.8,316,"1992-05-02 2020-05-14",,,,
2022-05-08,4.24,4.31,450,"1992-05-01 2021-05-15",94.52,6.75,450,"1992-05-01 2021-05-15",10,5.09,450,"1992-05-01 2021-05-15",33.18,10.82,450,"1992-05-01 2021-05-15",-1.46,3.69,450,"1992-05-01 2021-05-15",63.12,20.7,450,"1992-05-01 2021-05-15",0.75,2.77,450,"1992-05-01 2021-05-15",7.76,7.01,450,"1992-05-01 2021-05-15",2.87,5.71,450,"1992-05-01 2021-05-15",2.73,5.58,448,"1992-05-01 2021-05-15",0.16,0.94,449,"1992-05-01 2021-05-15",0.6,3.51,317,"1992-05-01 2020-05-14",,,,
2022-05-07,4.06,4.35,450,"1992-04-30 2021-05-14",94.52,6.75,450,"1992-04-30 2021-05-14",9.69,5.06,450,"1992-04-30 2021-05-14",33.16,10.92,450,"1992-04-30 2021-05-14",-1.59,3.68,450,"1992-04-30 2021-05-14",63.76,20.76,450,"1992-04-30 2021-05-14",0.57,2.76,450,"1992-04-30 2021-05-14",7.88,7,450,"1992-04-30 2021-05-14",2.94,5.76,450,"1992-04-30 2021-05-14",2.74,5.61,448,"1992-04-30 2021-05-14",0.22,1.2,449,"1992-04-30 2021-05-14",0.8,3.89,321,"1992-04-30 2020-05-14",,,,
2022-05-06,4.01,4.36,450,"1992-04-29 2021-05-13",94.7,6.42,450,"1992-04-29 2021-05-13",9.46,5.02,450,"1992-04-29 2021-05-13",33.5,11.17,450,"1992-04-29 2021-05-13",-1.64,3.63,450,"1992-04-29 2021-05-13",64.3,20.45,450,"1992-04-29 2021-05-13",0.45,2.69,450,"1992-04-29 2021-05-13",8.07,6.97,450,"1992-04-29 2021-05-13",3.06,5.92,450,"1992-04-29 2021-05-13",2.8,5.73,447,"1992-04-29 2021-05-13",0.28,1.52,448,"1992-04-29 2021-05-13",0.8,3.93,324,"1992-04-29 2020-04-30",,,,
2022-05-05,3.98,4.41,450,"1992-04-28 2021-05-12",94.76,6.43,450,"1992-04-28 2021-05-12",9.29,5.08,450,"1992-04-28 2021-05-12",33.55,11.2,450,"1992-04-28 2021-05-12",-1.71,3.57,450,"1992-04-28 2021-05-12",64.8,20.46,450,"1992-04-28 2021-05-12",0.38,2.61,450,"1992-04-28 2021-05-12",8.08,7.05,450,"1992-04-28 2021-05-12",3.3,6.73,450,"1992-04-28 2021-05-12",3.01,6.58,446,"1992-04-28 2021-05-12",0.3,1.53,447,"1992-04-28 2021-05-12",0.9,4.05,326,"1992-04-28 2020-04-30",,,,
2022-05-04,3.88,4.36,450,"1992-04-27 2021-05-11",94.75,6.4,450,"1992-04-27 2021-05-11",9.19,5.06,450,"1992-04-27 2021-05-11",33.49,11.23,450,"1992-04-27 2021-05-11",-1.82,3.55,450,"1992-04-27 2021-05-11",64.64,20.45,450,"1992-04-27 2021-05-11",0.29,2.6,450,"1992-04-27 2021-05-11",7.98,7.09,450,"1992-04-27 2021-05-11",3.4,6.94,450,"1992-04-27 2021-05-11",3.08,6.78,446,"1992-04-27 2021-05-11",0.34,1.65,447,"1992-04-27 2021-05-11",1.1,4.35,329,"1992-04-27 2020-04-30",,,,
2022-05-03,3.64,4.33,450,"1992-04-26 2021-05-10",94.58,6.53,450,"1992-04-26 2021-05-10",9.06,5.09,450,"1992-04-26 2021-05-10",33.48,11.21,450,"1992-04-26 2021-05-10",-1.97,3.57,450,"1992-04-26 2021-05-10",64.24,20.58,450,"1992-04-26 2021-05-10",0.2,2.64,450,"1992-04-26 2021-05-10",8.1,7.04,450,"1992-04-26 2021-05-10",3.38,7.02,450,"1992-04-26 2021-05-10",3.05,6.88,445,"1992-04-26 2021-05-10",0.35,1.67,446,"1992-04-26 2021-05-10",1.3,4.83,333,"1992-04-26 2020-04-30",,,,
2022-05-02,3.5,4.34,450,"1992-04-25 2021-05-09",94.72,6.27,450,"1992-04-25 2021-05-09",8.83,5.08,450,"1992-04-25 2021-05-09",33.52,11.14,450,"1992-04-25 2021-05-09",-2.06,3.54,450,"1992-04-25 2021-05-09",64.76,20.35,450,"1992-04-25 2021-05-09",0.06,2.56,450,"1992-04-25 2021-05-09",8.2,6.99,450,"1992-04-25 2021-05-09",3.44,7.02,450,"1992-04-25 2021-05-09",3.04,6.84,444,"1992-04-25 2021-05-09",0.44,1.87,445,"1992-04-25 2021-05-09",1.6,5.55,339,"1992-04-25 2020-04-30",,,,
2022-05-01,3.24,4.3,450,"1992-04-24 2021-05-08",94.8,6.08,450,"1992-04-24 2021-05-08",8.56,5,450,"1992-04-24 2021-05-08",33.46,11.03,450,"1992-04-24 2021-05-08",-2.2,3.56,450,"1992-04-24 2021-05-08",64.85,20.34,450,"1992-04-24 2021-05-08",-0.08,2.53,450,"1992-04-24 2021-05-08",8.23,7.03,450,"1992-04-24 2021-05-08",3.4,6.92,450,"1992-04-24 2021-05-08",2.93,6.72,443,"1992-04-24 2021-05-08",0.51,2.02,444,"1992-04-24 2021-05-08",1.8,6.3,343,"1992-04-24 2020-04-30",,,,
2022-04-30,3.07,4.32,450,"1992-04-23 2021-05-07",94.61,6.29,450,"1992-04-23 2021-05-07",8.4,4.96,450,"1992-04-23 2021-05-07",33.39,11.04,450,"1992-04-23 2021-05-07",-2.33,3.57,450,"1992-04-23 2021-05-07",64.61,20.21,450,"1992-04-23 2021-05-07",-0.22,2.55,450,"1992-04-23 2021-05-07",8.23,7.09,450,"1992-04-23 2021-05-07",3.33,6.85,450,"1992-04-23 2021-05-07",2.8,6.53,443,"1992-04-23 2021-05-07",0.59,2.38,444,"1992-04-23 2021-05-07",2.1,7.2,347,"1992-04-23 2020-04-30",,,,
2022-04-29,2.9,4.29,450,"1992-04-22 2021-05-06",94.54,6.23,450,"1992-04-22 2021-05-06",8.15,4.93,450,"1992-04-22 2021-05-06",33.75,11.08,450,"1992-04-22 2021-05-06",-2.49,3.6,450,"1992-04-22 2021-05-06",64.52,20.18,450,"1992-04-22 2021-05-06",-0.36,2.59,450,"1992-04-22 2021-05-06",8.33,7.06,450,"1992-04-22 2021-05-06",3.34,6.85,450,"1992-04-22 2021-05-06",2.78,6.53,444,"1992-04-22 2021-05-06",0.59,2.38,445,"1992-04-22 2021-05-06",2.4,8.29,352,"1992-04-22 2020-04-30",,,,
2022-04-28,2.75,4.32,450,"1992-04-21 2021-05-05",94.41,6.44,450,"1992-04-21 2021-05-05",7.91,4.92,450,"1992-04-21 2021-05-05",33.95,10.93,450,"1992-04-21 2021-05-05",-2.64,3.55,450,"1992-04-21 2021-05-05",64.83,20.15,450,"1992-04-21 2021-05-05",-0.5,2.55,450,"1992-04-21 2021-05-05",8.4,7.25,450,"1992-04-21 2021-05-05",3.45,6.99,450,"1992-04-21 2021-05-05",2.81,6.55,444,"1992-04-21 2021-05-05",0.69,2.57,445,"1992-04-21 2021-05-05",2.7,9.46,356,"1992-04-21 2020-04-30",,,,
2022-04-27,2.57,4.34,450,"1992-04-20 2021-05-04",94.44,6.5,450,"1992-04-20 2021-05-04",7.6,4.81,450,"1992-04-20 2021-05-04",34.53,11.27,450,"1992-04-20 2021-05-04",-2.78,3.58,450,"1992-04-20 2021-05-04",65.23,19.89,450,"1992-04-20 2021-05-04",-0.63,2.57,450,"1992-04-20 2021-05-04",8.44,7.42,450,"1992-04-20 2021-05-04",3.59,7.34,450,"1992-04-20 2021-05-04",2.83,6.65,443,"1992-04-20 2021-05-04",0.8,3.44,444,"1992-04-20 2021-05-04",2.9,10.32,361,"1992-04-20 2020-04-30",,,,
2022-04-26,2.4,4.35,450,"1992-04-19 2021-05-03",94.46,6.47,450,"1992-04-19 2021-05-03",7.28,4.76,450,"1992-04-19 2021-05-03",34.69,11.41,450,"1992-04-19 2021-05-03",-2.94,3.67,450,"1992-04-19 2021-05-03",65.69,19.86,450,"1992-04-19 2021-05-03",-0.83,2.56,450,"1992-04-19 2021-05-03",8.55,7.53,450,"1992-04-19 2021-05-03",3.79,7.52,450,"1992-04-19 2021-05-03",2.99,6.84,441,"1992-04-19 2021-05-03",0.83,3.45,442,"1992-04-19 2021-05-03",3.1,11.15,364,"1992-04-19 2020-04-30",,,,
2022-04-25,2.17,4.45,450,"1992-04-18 2021-05-02",94.22,6.67,450,"1992-04-18 2021-05-02",7.09,4.77,450,"1992-04-18 2021-05-02",34.68,11.31,450,"1992-04-18 2021-05-02",-3.14,3.79,450,"1992-04-18 2021-05-02",65.4,20.25,450,"1992-04-18 2021-05-02",-0.97,2.64,450,"1992-04-18 2021-05-02",8.73,7.52,450,"1992-04-18 2021-05-02",3.72,7.49,450,"1992-04-18 2021-05-02",2.92,6.84,441,"1992-04-18 2021-05-02",0.82,3.45,441,"1992-04-18 2021-05-02",3.3,11.99,368,"1992-04-18 2020-04-30",,,,
2022-04-24,1.99,4.45,450,"1992-04-17 2021-05-01",94.04,7.02,450,"1992-04-17 2021-05-01",6.81,4.75,450,"1992-04-17 2021-05-01",34.86,11.29,450,"1992-04-17 2021-05-01",-3.34,3.92,450,"1992-04-17 2021-05-01",65.59,20.47,450,"1992-04-17 2021-05-01",-1.16,2.66,450,"1992-04-17 2021-05-01",8.72,7.52,450,"1992-04-17 2021-05-01",3.69,7.49,450,"1992-04-17 2021-05-01",2.9,6.86,439,"1992-04-17 2021-05-01",0.83,3.46,439,"1992-04-17 2021-05-01",3.6,12.81,370,"1992-04-17 2020-04-30",,,,
2022-04-23,1.87,4.48,450,"1992-04-16 2021-04-30",93.97,7.25,450,"1992-04-16 2021-04-30",6.58,4.72,450,"1992-04-16 2021-04-30",34.99,11.32,450,"1992-04-16 2021-04-30",-3.41,4.03,450,"1992-04-16 2021-04-30",65.99,20.28,450,"1992-04-16 2021-04-30",-1.26,2.74,450,"1992-04-16 2021-04-30",8.82,7.52,450,"1992-04-16 2021-04-30",3.83,7.73,450,"1992-04-16 2021-04-30",3.04,7.15,438,"1992-04-16 2021-04-30",0.84,3.44,438,"1992-04-16 2021-04-30",3.7,13.52,377,"1992-04-16 2021-04-16",,,,
2022-04-22,1.78,4.52,450,"1992-04-15 2021-04-29",93.98,7.13,450,"1992-04-15 2021-04-29",6.49,4.76,450,"1992-04-15 2021-04-29",35.14,11.34,450,"1992-04-15 2021-04-29",-3.53,4.11,450,"1992-04-15 2021-04-29",65.78,20.05,450,"1992-04-15 2021-04-29",-1.33,2.83,450,"1992-04-15 2021-04-29",8.86,7.53,450,"1992-04-15 2021-04-29",3.78,7.73,450,"1992-04-15 2021-04-29",3,7.12,436,"1992-04-15 2021-04-29",0.83,3.45,436,"1992-04-15 2021-04-29",3.9,14.38,379,"1992-04-15 2021-04-16",,,,
2022-04-21,1.73,4.49,450,"1992-04-14 2021-04-28",93.9,7.29,450,"1992-04-14 2021-04-28",6.41,4.77,450,"1992-04-14 2021-04-28",35.34,11.09,450,"1992-04-14 2021-04-28",-3.78,4.1,450,"1992-04-14 2021-04-28",65.22,20.02,450,"1992-04-14 2021-04-28",-1.45,2.84,450,"1992-04-14 2021-04-28",8.94,7.56,450,"1992-04-14 2021-04-28",3.71,7.62,450,"1992-04-14 2021-04-28",2.97,7.05,435,"1992-04-14 2021-04-28",0.79,3.32,436,"1992-04-14 2021-04-28",4.2,15.22,382,"1992-04-14 2021-04-16",,,,
2022-04-20,1.53,4.37,450,"1992-04-13 2021-04-27",93.69,7.36,450,"1992-04-13 2021-04-27",6.35,4.61,450,"1992-04-13 2021-04-27",35.29,11.12,450,"1992-04-13 2021-04-27",-4.01,4.12,450,"1992-04-13 2021-04-27",64.4,20.18,450,"1992-04-13 2021-04-27",-1.58,2.84,450,"1992-04-13 2021-04-27",8.77,7.44,450,"1992-04-13 2021-04-27",3.61,7.2,450,"1992-04-13 2021-04-27",2.87,6.58,435,"1992-04-13 2021-04-27",0.79,3.34,436,"1992-04-13 2021-04-27",4.4,15.99,385,"1992-04-13 2021-04-16",,,,
2022-04-19,1.39,4.4,450,"1992-04-12 2021-04-26",93.62,7.42,450,"1992-04-12 2021-04-26",6.16,4.56,450,"1992-04-12 2021-04-26",35.39,11.28,450,"1992-04-12 2021-04-26",-4.16,4.12,450,"1992-04-12 2021-04-26",64.24,20.04,450,"1992-04-12 2021-04-26",-1.69,2.86,450,"1992-04-12 2021-04-26",8.79,7.5,450,"1992-04-12 2021-04-26",3.66,7.24,450,"1992-04-12 2021-04-26",2.9,6.63,434,"1992-04-12 2021-04-26",0.79,3.3,435,"1992-04-12 2021-04-26",4.5,16.65,387,"1992-04-12 2021-04-16",,,,
2022-04-18,1.41,4.38,450,"1992-04-11 2021-04-25",93.67,7.41,450,"1992-04-11 2021-04-25",6.09,4.45,450,"1992-04-11 2021-04-25",35.6,11.55,450,"1992-04-11 2021-04-25",-4.29,4.12,450,"1992-04-11 2021-04-25",64.05,20.14,450,"1992-04-11 2021-04-25",-1.74,2.82,450,"1992-04-11 2021-04-25",8.83,7.6,450,"1992-04-11 2021-04-25",3.75,7.52,450,"1992-04-11 2021-04-25",3.02,6.93,433,"1992-04-11 2021-04-25",0.78,3.3,434,"1992-04-11 2021-04-25",4.7,17.25,387,"1992-04-11 2021-04-16",,,,
2022-04-17,1.36,4.41,450,"1992-04-10 2021-04-24",93.48,7.56,450,"1992-04-10 2021-04-24",6.05,4.38,450,"1992-04-10 2021-04-24",35.6,11.55,450,"1992-04-10 2021-04-24",-4.43,4.14,450,"1992-04-10 2021-04-24",63.55,20.05,450,"1992-04-10 2021-04-24",-1.83,2.85,450,"1992-04-10 2021-04-24",8.72,7.59,450,"1992-04-10 2021-04-24",3.8,7.72,450,"1992-04-10 2021-04-24",3.11,7.19,433,"1992-04-10 2021-04-24",0.72,3.2,434,"1992-04-10 2021-04-24",5,17.77,388,"1992-04-10 2021-04-16",,,,
2022-04-16,1.3,4.53,450,"1992-04-09 2021-04-23",93.31,7.72,450,"1992-04-09 2021-04-23",5.94,4.3,450,"1992-04-09 2021-04-23",35.71,11.8,450,"1992-04-09 2021-04-23",-4.56,4.2,450,"1992-04-09 2021-04-23",63.41,19.81,450,"1992-04-09 2021-04-23",-1.95,2.94,450,"1992-04-09 2021-04-23",8.71,7.55,450,"1992-04-09 2021-04-23",3.81,7.79,450,"1992-04-09 2021-04-23",3.18,7.29,433,"1992-04-09 2021-04-23",0.66,3.12,434,"1992-04-09 2021-04-23",5.3,18.26,391,"1992-04-09 2021-04-16",,,,
2022-04-15,1.23,4.61,450,"1992-04-08 2021-04-22",93.3,7.62,450,"1992-04-08 2021-04-22",5.79,4.31,450,"1992-04-08 2021-04-22",36.17,12.02,450,"1992-04-08 2021-04-22",-4.67,4.19,450,"1992-04-08 2021-04-22",63.81,19.75,450,"1992-04-08 2021-04-22",-2.03,2.94,450,"1992-04-08 2021-04-22",8.84,7.63,450,"1992-04-08 2021-04-22",3.99,8.31,450,"1992-04-08 2021-04-22",3.45,7.95,431,"1992-04-08 2021-04-22",0.59,2.86,433,"1992-04-08 2021-04-22",5.7,18.73,393,"1992-04-08 2021-04-16",,,,
2022-04-14,1.12,4.6,450,"1992-04-07 2021-04-21",93.27,7.69,450,"1992-04-07 2021-04-21",5.6,4.29,450,"1992-04-07 2021-04-21",36.2,12.1,450,"1992-04-07 2021-04-21",-4.72,4.2,450,"1992-04-07 2021-04-21",64.27,19.53,450,"1992-04-07 2021-04-21",-2.14,2.93,450,"1992-04-07 2021-04-21",8.9,7.66,450,"1992-04-07 2021-04-21",4.08,8.33,450,"1992-04-07 2021-04-21",3.46,7.95,430,"1992-04-07 2021-04-21",0.67,2.94,432,"1992-04-07 2021-04-21",6.3,19.16,395,"1992-04-07 2021-04-16",,,,
2022-04-13,1.12,4.65,450,"1992-04-06 2021-04-20",93.4,7.51,450,"1992-04-06 2021-04-20",5.42,4.31,450,"1992-04-06 2021-04-20",36.29,12.41,450,"1992-04-06 2021-04-20",-4.77,4.28,450,"1992-04-06 2021-04-20",64.69,19.21,450,"1992-04-06 2021-04-20",-2.22,3.02,450,"1992-04-06 2021-04-20",9.01,7.57,450,"1992-04-06 2021-04-20",4.23,8.41,450,"1992-04-06 2021-04-20",3.54,8.04,429,"1992-04-06 2021-04-20",0.7,2.98,431,"1992-04-06 2021-04-20",6.9,19.65,397,"1992-04-06 2021-04-16",,,,
2022-04-12,1.11,4.71,450,"1992-04-05 2021-04-19",93.44,7.47,450,"1992-04-05 2021-04-19",5.31,4.39,450,"1992-04-05 2021-04-19",36.07,12.34,450,"1992-04-05 2021-04-19",-4.89,4.33,450,"1992-04-05 2021-04-19",64.99,19.2,450,"1992-04-05 2021-04-19",-2.31,3.07,450,"1992-04-05 2021-04-19",9.14,7.59,450,"1992-04-05 2021-04-19",4.2,8.58,450,"1992-04-05 2021-04-19",3.45,7.85,429,"1992-04-05 2021-04-19",0.78,3.81,431,"1992-04-05 2021-04-19",7.5,19.93,399,"1992-04-05 2021-04-16",,,,
2022-04-11,1.04,4.69,450,"1992-04-04 2021-04-18",93.42,7.52,450,"1992-04-04 2021-04-18",5.2,4.43,450,"1992-04-04 2021-04-18",36.28,12.38,450,"1992-04-04 2021-04-18",-4.95,4.37,450,"1992-04-04 2021-04-18",65.13,19.39,450,"1992-04-04 2021-04-18",-2.34,3.09,450,"1992-04-04 2021-04-18",9.26,7.64,450,"1992-04-04 2021-04-18",4.07,8.41,450,"1992-04-04 2021-04-18",3.31,7.68,430,"1992-04-04 2021-04-18",0.8,3.82,432,"1992-04-04 2021-04-18",8.1,20.18,403,"1992-04-04 2021-04-16",,,,
2022-04-10,0.95,4.59,450,"1992-04-03 2021-04-17",93.46,7.55,450,"1992-04-03 2021-04-17",4.98,4.39,450,"1992-04-03 2021-04-17",36.4,12.32,450,"1992-04-03 2021-04-17",-5,4.36,450,"1992-04-03 2021-04-17",65.52,19.12,450,"1992-04-03 2021-04-17",-2.4,3.08,450,"1992-04-03 2021-04-17",9.4,7.63,450,"1992-04-03 2021-04-17",4.23,8.7,450,"1992-04-03 2021-04-17",3.3,7.7,430,"1992-04-03 2021-04-17",0.94,4.06,432,"1992-04-03 2021-04-17",8.8,20.39,405,"1992-04-03 2021-04-16",,,,
